TYPE,IDENTIFIER,GRAMMAR_PATTERN,POSITION,NORMALIZED_POSITION,CONTEXT,WORD,CORRECT_TAG,SYSTEM,IDENTIFIER_CODE
int,m count Activities,PRE NM NPL,0,0,1,m,PRE,{'irrlicht.srcml.xml_identifiers'},122
bool,m execute On Host,PRE V P N,0,0,1,m,PRE,{'mockito.srcml.xml_identifiers'},123
int,m FBO Height,PRE NM N,0,0,1,m,PRE,{'junit4.srcml.xml_identifiers'},124
uint8 mFirstRenderQueue,m First Render Queue,PRE NM NM N,0,0,1,m,PRE,{'blender.srcml.xml_identifiers'},125
b3OpenCLArray,m gpu Rays,PRE NM NPL,0,0,1,m,PRE,{'jenkins.srcml.xml_identifiers'},126
bool,m is indx present,PRE V NM N,0,0,1,m,PRE,{'junit4.srcml.xml_identifiers'},127
AtomicBoolean,m is Worker Done,PRE V N NM,0,0,1,m,PRE,{'QuantLib.srcml.xml_identifiers'},128
Cursor,m last Changed Location,PRE NM NM N,0,0,1,m,PRE,{'ogre.srcml.xml_identifiers'},129
float,m Line Dash Offset,PRE NM NM N,0,0,1,m,PRE,{'corenlp.srcml.xml_identifiers'},130
int,m num Visual Shapes Copied,PRE NM NM NM N,0,0,1,m,PRE,{'kdevelop.srcml.xml_identifiers'},131
Mode,m paste Mode,PRE NM N,0,0,1,m,PRE,{'elasticsearch.srcml.xml_identifiers'},132
char[],m post Fix,PRE NM N,0,0,1,m,PRE,{'calligra.srcml.xml_identifiers'},133
boolean,m Preview Started,PRE N NM,0,0,1,m,PRE,{'bullet3.srcml.xml_identifiers'},134
MultiBodyTree,m reference,PRE N,0,0,1,m,PRE,{'QuantLib.srcml.xml_identifiers'},135
UserDataRequestArgs,m remove User Data Response Args,PRE NM NM NM NM NPL,0,0,1,m,PRE,{'grpc.srcml.xml_identifiers'},136
Resources,m Resources,PRE NPL,0,0,1,m,PRE,{'irrlicht.srcml.xml_identifiers'},137
streambuf,m sbuf,PRE N,0,0,1,m,PRE,{'Telegram.srcml.xml_identifiers'},138
Pass,m Shadow Receiver Pass,PRE NM NM N,0,0,1,m,PRE,{'opencv.srcml.xml_identifiers'},139
Quaternion,m Sky Box Orientation,PRE NM NM N,0,0,1,m,PRE,{'openFrameworks.srcml.xml_identifiers'},140
uint8,m Sky Plane Render Queue,PRE NM NM NM N,0,0,1,m,PRE,{'grpc.srcml.xml_identifiers'},141
QStringList,m text Types,PRE NM NPL,0,0,1,m,PRE,{'calligra.srcml.xml_identifiers'},142
b3TransformChangeNotificationArgs,m transform Change Args,PRE NM NM NPL,0,0,1,m,PRE,{'okhttp.srcml.xml_identifiers'},143
ParameterPtr,m VS Out Light Position,PRE NM NM NM N,0,0,1,m,PRE,{'kdevelop.srcml.xml_identifiers'},144
Queue,m weaver,PRE N,0,0,1,m,PRE,{'opencv.srcml.xml_identifiers'},145
int,m window Width,PRE NM N,0,0,1,m,PRE,{'antlr4.srcml.xml_identifiers'},146
CodeCompletionWorker,m worker,PRE N,0,0,1,m,PRE,{'swift.srcml.xml_identifiers'},147
ZoomController,m zoom Controller,PRE NM N,0,0,1,m,PRE,{'mockito.srcml.xml_identifiers'},148
btCollisionShape,bt Collision Shape,PRE NM N,0,0,2,bt,PRE,{'bullet3.srcml.xml_identifiers'},285
class btDeformableContactConstraint,bt Deformable Contact Constraint,PRE NM NM N,0,0,2,bt,PRE,{'bullet3.srcml.xml_identifiers'},286
btMaterial,bt Material,PRE N,0,0,2,bt,PRE,{'bullet3.srcml.xml_identifiers'},287
CAnimatedMeshSceneNode ,C Animated Mesh Scene Node,PRE NM NM NM N,0,0,2,C,PRE,{'irrlicht.srcml.xml_identifiers'},290
CArchiveLoaderTAR ,C Archive Loader TAR,PRE NM N NM,0,0,2,C,PRE,{'irrlicht.srcml.xml_identifiers'},291
CAtBackgroundColor,C At Background Color,PRE NM NM N,0,0,2,C,PRE,{'openFrameworks.srcml.xml_identifiers'},292
CAtFont,C At Font,PRE NM N,0,0,2,C,PRE,{'openFrameworks.srcml.xml_identifiers'},293
CAtGrayScale,C At Grayscale,PRE NM N,0,0,2,C,PRE,{'openFrameworks.srcml.xml_identifiers'},294
CBurningShader_Raster_Reference,C Burning Shader Raster Reference,PRE NM NM NM N,0,0,2,C,PRE,{'irrlicht.srcml.xml_identifiers'},295
CD3D9RenderTarget,C D3D9 Render Target,PRE NM NM N,0,0,2,C,PRE,{'irrlicht.srcml.xml_identifiers'},296
CFileReadCallBack,C File Read Callback,PRE NM NM N,0,0,2,C,PRE,{'irrlicht.srcml.xml_identifiers'},297
Chttp2Connector,C http2 Connector,PRE NM N,0,0,2,C,PRE,{'grpc.srcml.xml_identifiers'},298
CImage,C Image,PRE N,0,0,2,C,PRE,{'irrlicht.srcml.xml_identifiers'},299
CImageWriterJPG,C Image Writer JPG,PRE NM N NM,0,0,2,C,PRE,{'irrlicht.srcml.xml_identifiers'},300
CSkinnedMesh,C Skinned Mesh,PRE NM N,0,0,2,C,PRE,{'irrlicht.srcml.xml_identifiers'},301
GLConfigAttribs,GL Config Attribs,PRE NM NPL,0,0,2,GL,PRE,{'ogre.srcml.xml_identifiers'},374
JFlexDummyLexer,JFlex Dummy Lexer,PRE NM N,0,0,2,JFlex,PRE,{'corenlp.srcml.xml_identifiers'},390
KoMainWindowPrivate,Ko Main Window Private,PRE NM N NM,0,0,2,Ko,PRE,{'calligra.srcml.xml_identifiers'},393
KoPathPointRemoveCommandPrivate,Ko Path Point Remove Command Private,PRE NM NM NM N NM,0,0,2,Ko,PRE,{'calligra.srcml.xml_identifiers'},394
KoRgbU8InvertColorTransformation,Ko Rgb U8 Invert Color Transformation,PRE NM NM NM NM N,0,0,2,Ko,PRE,{'calligra.srcml.xml_identifiers'},395
KoSectionEndPrivate,Ko Section End Private,PRE NM N NM,0,0,2,Ko,PRE,{'calligra.srcml.xml_identifiers'},396
KoShadowStylePrivate,Ko Shadow Style Private,PRE NM N NM,0,0,2,Ko,PRE,{'calligra.srcml.xml_identifiers'},397
MockitoAssertionError,Mockito Assertion Error,PRE NM N,0,0,2,Mockito,PRE,{'mockito.srcml.xml_identifiers'},419
OFAndroidLifeCycleHelper,OF Android Life Cycle Helper,PRE NM NM NM N,0,0,2,OF,PRE,{'openFrameworks.srcml.xml_identifiers'},435
OFAndroidObject,OF Android Object,PRE NM N,0,0,2,OF,PRE,{'openFrameworks.srcml.xml_identifiers'},436
OFAndroidSoundPlayer,OF Android Sound Player,PRE NM NM N,0,0,2,OF,PRE,{'openFrameworks.srcml.xml_identifiers'},437
OFAndroidWindow,OF Android Window,PRE NM N,0,0,2,OF,PRE,{'openFrameworks.srcml.xml_identifiers'},438
OFOrientationListener,OF Orientation Listener,PRE NM N,0,0,2,OF,PRE,{'openFrameworks.srcml.xml_identifiers'},439
auto,clang Can Ty,PRE NM N,0,0,3,clang,PRE,{'swift.srcml.xml_identifiers'},567
float,f Ptr Out,PRE NM N,0,0,3,f,PRE,{'openFrameworks.srcml.xml_identifiers'},609
string,s Tracking System Name,PRE NM NM N,0,0,3,s,PRE,{'bullet3.srcml.xml_identifiers'},742
int,ares expand name for response,PRE V N P N,0,0,4,ares,PRE,{'opencv.srcml.xml_identifiers'},812
AUDSound,AUD Sound envelope,PRE NM N,0,0,4,AUD,PRE,{'opencv.srcml.xml_identifiers'},815
void,b3 Push Profile Timing,PRE V NM N,0,0,4,b3,PRE,{'bullet3.srcml.xml_identifiers'},816
int,BKE lattice index flip,PRE NM N V,0,0,4,BKE,PRE,{'calligra.srcml.xml_identifiers'},819
void,BLI str r strip,PRE N VM V,0,0,4,BLI,PRE,{'swift.srcml.xml_identifiers'},820
void,gimp canvas rectangle set property,PRE NM N V N,0,0,4,gimp,PRE,{'corenlp.srcml.xml_identifiers'},906
gboolean,gimp devices check change,PRE NPL V V,0,0,4,gimp,PRE,{'antlr4.srcml.xml_identifiers'},907
gboolean,gimp eraser default,PRE N NM,0,0,4,gimp,PRE,{'corenlp.srcml.xml_identifiers'},908
void,gimp filter tool set gyroscope,PRE NM N V N,0,0,4,gimp,PRE,{'openFrameworks.srcml.xml_identifiers'},909
GimpThumbnail,gimp image file get thumbnail,PRE NM N V N,0,0,4,gimp,PRE,{'antlr4.srcml.xml_identifiers'},910
void,gimp param drawable id init,PRE NM NM N V,0,0,4,gimp,PRE,{'QuantLib.srcml.xml_identifiers'},911
void,gimp selection tool class init,PRE NM NM N V,0,0,4,gimp,PRE,{'opencv.srcml.xml_identifiers'},912
void,gimp status bar progress canceled,PRE NM NM N V,0,0,4,gimp,PRE,{'swift.srcml.xml_identifiers'},913
void,gimp value set int32 array,PRE N V NM N,0,0,4,gimp,PRE,{'openFrameworks.srcml.xml_identifiers'},914
gboolean,gimp wire compare,PRE N V,0,0,4,gimp,PRE,{'blender.srcml.xml_identifiers'},915
void,grpc chttp2 mark stream writable,PRE PRE V N NM,0,0,4,grpc,PRE,{'grpc.srcml.xml_identifiers'},918
void,grpc chttp2 mark stream writable,PRE PRE V N NM,1,1,4,chttp2,PRE,{'grpc.srcml.xml_identifiers'},918
void,grpc json writer value string,PRE NM NM NM N,0,0,4,grpc,PRE,{'QuantLib.srcml.xml_identifiers'},919
void,grpc sock addr make wildcards,PRE NM N V NPL,0,0,4,grpc,PRE,{'kdevelop.srcml.xml_identifiers'},920
gint32,ico load layer,PRE V N,0,0,4,ico,PRE,{'swift.srcml.xml_identifiers'},924
void,imb stereo3d read interlace,PRE NM V N,0,0,4,imb,PRE,{'blender.srcml.xml_identifiers'},926
string,of To Binary,PRE P N,0,0,4,of,PRE,{'calligra.srcml.xml_identifiers'},958
PyObject,pybullet compute View Matrix,PRE V NM N,0,0,4,pybullet,PRE,{'QuantLib.srcml.xml_identifiers'},979
int,sqlite3 session config,PRE N V,0,0,4,sqlite3,PRE,{'gimp.srcml.xml_identifiers'},1027
int,sqlite3 Walk Expr List,PRE V NM N,0,0,4,sqlite3,PRE,{'junit4.srcml.xml_identifiers'},1028
int,TEGRA MORPH INIT,PRE N V,0,0,4,TEGRA,PRE,{'corenlp.srcml.xml_identifiers'},1036
void,V URL Encode,PRE N V,0,0,4,V,PRE,{'kdevelop.srcml.xml_identifiers'},1050
int,a pos,PRE N,0,0,5,a,PRE,{'kdevelop.srcml.xml_identifiers'},1068
bool,b Flip Horizontally,PRE V VM,0,0,5,b,PRE,{'openFrameworks.srcml.xml_identifiers'},1085
bool,b Multi Fullscreen,PRE NM N,0,0,5,b,PRE,{'openFrameworks.srcml.xml_identifiers'},1086
String,lp Binary Path Name,PRE NM NM N,0,0,5,lp,PRE,{'jenkins.srcml.xml_identifiers'},1197
unzglobalinfo,p global info 32,PRE NM N D,0,0,5,p,PRE,{'bullet3.srcml.xml_identifiers'},1234
int,pi Hash,PRE N,0,0,5,pi,PRE,{'Telegram.srcml.xml_identifiers'},1244
Dtype,caffe next after,PRE DT P,0,0,4,caffe,PRE,cloned_repositories/caffe.git/src/caffe/util/math_functions.cpp,1336
AssertionInfo,m last Assertion Info,PRE DT NM N,0,0,1,m,PRE,cloned_repositories/freeminer.git/lib/catch2/catch.hpp,1365
Option,m last Result,PRE DT N,0,0,1,m,PRE,cloned_repositories/freeminer.git/lib/catch2/catch.hpp,1366
v3f,update draw list last cam dir,PRE PRE PRE DT NM N,0,0,1,update,PRE,cloned_repositories/freeminer.git/src/client/game.cpp,1370
v3f,update draw list last cam dir,PRE PRE PRE DT NM N,1,1,1,draw,PRE,cloned_repositories/freeminer.git/src/client/game.cpp,1370
v3f,update draw list last cam dir,PRE PRE PRE DT NM N,2,1,1,list,PRE,cloned_repositories/freeminer.git/src/client/game.cpp,1370
u16,m last used id,PRE DT V N,0,0,1,m,PRE,cloned_repositories/freeminer.git/src/client/sound_openal.cpp,1374
int,l set last run mod,PRE V DT V N,0,0,4,l,PRE,cloned_repositories/freeminer.git/src/script/lua_api/l_client.cpp,1382
int*,checkout create the new,PRE V DT NM,0,0,4,checkout,PRE,cloned_repositories/git2r.git/src/libgit2/src/libgit2/checkout.c,1386
int,git index update all,PRE PRE V DT,0,0,4,git,PRE,cloned_repositories/git2r.git/src/libgit2/src/libgit2/index.c,1387
int,git index update all,PRE PRE V DT,1,1,4,index,PRE,cloned_repositories/git2r.git/src/libgit2/src/libgit2/index.c,1387
customvariablesmember,this custom variables member,PRE NM NM NP,0,0,3,this,PRE,cloned_repositories/naemon-core.git/src/naemon/macros.c,1407
json*,ovsdb atom string create no copy,PRE PRE N V DT V,0,0,4,ovsdb,PRE,cloned_repositories/ovs.git/lib/ovsdb-data.h,1422
json*,ovsdb atom string create no copy,PRE PRE N V DT V,1,1,4,atom,PRE,cloned_repositories/ovs.git/lib/ovsdb-data.h,1422
int,i graph i sparse mat which min cols triplet,PRE PRE PRE DT NM NM N,0,0,4,i,PRE,cloned_repositories/rigraph.git/src/core/core/sparsemat.c,1451
int,i graph i sparse mat which min cols triplet,PRE PRE PRE DT NM NM N,1,1,4,graph,PRE,cloned_repositories/rigraph.git/src/core/core/sparsemat.c,1451
int,i graph i sparse mat which min cols triplet,PRE PRE PRE DT NM NM N,2,1,4,i,PRE,cloned_repositories/rigraph.git/src/core/core/sparsemat.c,1451
yy_state_type,yy last accepting state,PRE DT NM N,0,0,1,yy,PRE,cloned_repositories/rigraph.git/src/core/io/dl-lexer.c,1452
string,m what,PRE DT,0,0,1,m,PRE,cloned_repositories/toggldesktop.git/third_party/plcrashreporter/Dependencies/Catch/catch.hpp,1482
void*,tox self set no spam,PRE PRE V DT N,0,0,4,tox,PRE,cloned_repositories/toxcore.git/toxcore/tox.c,1488
void*,tox self set no spam,PRE PRE V DT N,1,1,4,self,PRE,cloned_repositories/toxcore.git/toxcore/tox.c,1488
void*,gui input search next,PRE PRE V DT,0,0,4,gui,PRE,cloned_repositories/weechat.git/src/gui/gui-input.c,1489
void*,gui input search next,PRE PRE V DT,1,1,4,input,PRE,cloned_repositories/weechat.git/src/gui/gui-input.c,1489
int*,gui line has tag no filter,PRE PRE V N DT N,0,0,4,gui,PRE,cloned_repositories/weechat.git/src/gui/gui-line.c,1490
int*,gui line has tag no filter,PRE PRE V N DT N,1,1,4,line,PRE,cloned_repositories/weechat.git/src/gui/gui-line.c,1490
void*,irc notify new for all servers,PRE PRE NM P DT NPL,0,0,4,irc,PRE,cloned_repositories/weechat.git/src/plugins/irc/irc-notify.c,1491
void*,irc notify new for all servers,PRE PRE NM P DT NPL,1,1,4,notify,PRE,cloned_repositories/weechat.git/src/plugins/irc/irc-notify.c,1491
VALUE*,weechat ruby api list next,PRE PRE PRE PRE DT,0,0,4,weechat,PRE,cloned_repositories/weechat.git/src/plugins/ruby/weechat-ruby-api.c,1496
VALUE*,weechat ruby api list next,PRE PRE PRE PRE DT,1,1,4,ruby,PRE,cloned_repositories/weechat.git/src/plugins/ruby/weechat-ruby-api.c,1496
VALUE*,weechat ruby api list next,PRE PRE PRE PRE DT,2,1,4,api,PRE,cloned_repositories/weechat.git/src/plugins/ruby/weechat-ruby-api.c,1496
VALUE*,weechat ruby api list next,PRE PRE PRE PRE DT,3,1,4,list,PRE,cloned_repositories/weechat.git/src/plugins/ruby/weechat-ruby-api.c,1496
QString,m endpoint a,PRE NM N,0,0,1,m,PRE,cloned_repositories/wireshark.git/ui/qt/lbm_stream_dialog.cpp,1505
size_t,m last Connection,PRE DT N,0,0,1,m,PRE,drill.git/contrib/native/client/src/clientlib/drillClientImpl.hpp,1511
bool,m all Tables Selectable,PRE DT NPL V,0,0,1,m,PRE,drill.git/contrib/native/client/src/clientlib/metadata.hpp,1512
void,Net before forward,PRE P N,0,0,4,Net,PRE,cloned_repositories/caffe.git/python/caffe/_caffe.cpp,1545
bool,g curand availability logged,PRE NM N V,0,0,3,g,PRE,cloned_repositories/caffe.git/src/caffe/common.cpp,1546
ccv_nnc_tensor_symbol_t,ccv nnc tensor symbol for backward,PRE PRE NM N CJ N,0,0,4,ccv,PRE,cloned_repositories/ccv.git/lib/nnc/ccv_nnc_symbolic_graph_backward.c,1550
ccv_nnc_tensor_symbol_t,ccv nnc tensor symbol for backward,PRE PRE NM N CJ N,1,1,4,nnc,PRE,cloned_repositories/ccv.git/lib/nnc/ccv_nnc_symbolic_graph_backward.c,1550
ForWhat,m for What,PRE P DT,0,0,1,m,PRE,cloned_repositories/freeminer.git/lib/catch2/catch.hpp,1568
int,l get node or nil,PRE V N CJ NM,0,0,4,l,PRE,cloned_repositories/freeminer.git/src/script/lua_api/l_env.cpp,1578
int,git diff commit as email,PRE V N P N,0,0,4,git,PRE,cloned_repositories/git2r.git/src/libgit2/src/libgit2/diff.c,1581
int*,git repository head detached for work tree,PRE NM N V P NM N,0,0,4,git,PRE,cloned_repositories/git2r.git/src/libgit2/src/libgit2/repository.c,1584
objectlist*,xodtemplate expand host groups and hosts,PRE V NM NPL CJ NPL,0,0,4,xodtemplate,PRE,cloned_repositories/naemon-core.git/src/naemon/xodtemplate.c,1622
int*,xodtemplate register and destroy host dependency,PRE V CJ V NM NP,0,0,4,xodtemplate,PRE,cloned_repositories/naemon-core.git/src/naemon/xodtemplate.c,1623
int*,xodtemplate register and destroy service escalation,PRE V CJ V NM N,0,0,4,xodtemplate,PRE,cloned_repositories/naemon-core.git/src/naemon/xodtemplate.c,1624
int,dp if create and open,PRE CJ V CJ V,0,0,4,dp,PRE,cloned_repositories/ovs.git/lib/dpif.c,1634
int,h if index,PRE NM N,0,0,1,h,PRE,cloned_repositories/ovs.git/lib/lldp/lldpd-structs.h,1636
ofperr*,ofpacts decode for action set,PRE V CJ NM N,0,0,4,ofpacts,PRE,cloned_repositories/ovs.git/lib/ofp-actions.c,1640
int,tun metadata from geneve udpif,PRE PRE P NM N,0,0,4,tun,PRE,cloned_repositories/ovs.git/lib/tun-metadata.c,1646
int,tun metadata from geneve udpif,PRE PRE P NM N,1,1,4,metadata,PRE,cloned_repositories/ovs.git/lib/tun-metadata.c,1646
int,k Diy Significand Size,PRE NM NM N,0,0,1,k,PRE,cloned_repositories/panda3d.git/dtool/src/dtoolbase/pdtoa.cxx,1654
int,k Dp Significand Size,PRE NM NM N,0,0,1,k,PRE,cloned_repositories/panda3d.git/dtool/src/dtoolbase/pdtoa.cxx,1655
uint64_t,k Dp Significand Mask,PRE NM NM N,0,0,1,k,PRE,cloned_repositories/panda3d.git/dtool/src/dtoolbase/pdtoa.cxx,1656
string,m what,PRE DT,0,0,1,m,PRE,cloned_repositories/toggldesktop.git/third_party/plcrashreporter/Dependencies/Catch/catch.hpp,1706
t_gui_buffer*,gui buffer search by number or name,PRE PRE V P N CJ N,0,0,4,gui,PRE,cloned_repositories/weechat.git/src/gui/gui-buffer.c,1718
t_gui_buffer*,gui buffer search by number or name,PRE PRE V P N CJ N,1,1,4,buffer,PRE,cloned_repositories/weechat.git/src/gui/gui-buffer.c,1718
void,gui input text changed modifier and signal,PRE PRE N V N CJ N,0,0,4,gui,PRE,cloned_repositories/weechat.git/src/gui/gui-input.c,1721
void,gui input text changed modifier and signal,PRE PRE N V N CJ N,1,1,4,input,PRE,cloned_repositories/weechat.git/src/gui/gui-input.c,1721
char*,irc nick get color for nick list,PRE PRE V N P NM N,0,0,4,irc,PRE,cloned_repositories/weechat.git/src/plugins/irc/irc-nick.c,1723
char*,irc nick get color for nick list,PRE PRE V N P NM N,1,1,4,nick,PRE,cloned_repositories/weechat.git/src/plugins/irc/irc-nick.c,1723
char*,irc nick color for msg,PRE PRE N P N,0,0,4,irc,PRE,cloned_repositories/weechat.git/src/plugins/irc/irc-nick.c,1724
char*,irc nick color for msg,PRE PRE N P N,1,1,4,nick,PRE,cloned_repositories/weechat.git/src/plugins/irc/irc-nick.c,1724
char,c where,PRE VM,0,0,3,c,PRE,cloned_repositories/weechat.git/src/plugins/ruby/weechat-ruby-api.c,1728
KToggleAction,action View Show Master Pages,NM N V NM NPL,2,1,1,Show,V,{'elasticsearch.srcml.xml_identifiers'},1
boolean,add Bias To Embedding,V N P N,0,0,1,add,V,{'gimp.srcml.xml_identifiers'},4
boolean,b Is Playing,PRE V V,1,1,1,Is,V,{'mockito.srcml.xml_identifiers'},13
boolean,b Is Playing,PRE V V,2,2,1,Playing,V,{'mockito.srcml.xml_identifiers'},13
int,delay agnostic enabled,NM N V,2,2,1,enabled,V,{'bullet3.srcml.xml_identifiers'},52
bool,Detect Leaks,V NPL,0,0,1,Detect,V,{'antlr4.srcml.xml_identifiers'},55
PFNCREATEPLATFORMWINDOWSURFACE,eglew Create Platform Window Surface,PRE V NM NM N,1,1,1,Create,V,{'openFrameworks.srcml.xml_identifiers'},60
boolean,extract Events,V NPL,0,0,1,extract,V,{'antlr4.srcml.xml_identifiers'},67
PFNGLVALIDATEPROGRAMPIPELINEPROC,glew Validate Program Pipeline,PRE V NM N,1,1,1,Validate,V,{'QuantLib.srcml.xml_identifiers'},83
bool,Invert Success,V N,0,0,1,Invert,V,{'Telegram.srcml.xml_identifiers'},103
BitVector,Is Bridged Argument,V NM N,0,0,1,Is,V,{'QuantLib.srcml.xml_identifiers'},104
ScorePhraseMeasures,IS FIRST CAPITAL,V NM N,0,0,1,IS,V,{'junit4.srcml.xml_identifiers'},105
boolean,is First Frame,V NM N,0,0,1,is,V,{'kdevelop.srcml.xml_identifiers'},106
bool,Is Indirect Result,V NM N,0,0,1,Is,V,{'QuantLib.srcml.xml_identifiers'},107
int,is partial,V N,0,0,1,is,V,{'gimp.srcml.xml_identifiers'},108
bool,Is Return Bridged,V N NM,0,0,1,Is,V,{'corenlp.srcml.xml_identifiers'},109
bool,keep Aspect,V N,0,0,1,keep,V,{'corenlp.srcml.xml_identifiers'},110
bool,m execute On Host,PRE V P N,1,1,1,execute,V,{'mockito.srcml.xml_identifiers'},123
bool,m is indx present,PRE V NM N,1,1,1,is,V,{'junit4.srcml.xml_identifiers'},127
AtomicBoolean,m is Worker Done,PRE V N NM,1,1,1,is,V,{'QuantLib.srcml.xml_identifiers'},128
int,print Features Up to,V NPL VM P,0,0,1,print,V,{'elasticsearch.srcml.xml_identifiers'},194
Answer,RETURNS SELF,V N,0,0,1,RETURNS,V,{'ogre.srcml.xml_identifiers'},207
bool,show tags,V NPL,0,0,1,show,V,{'gimp.srcml.xml_identifiers'},222
bool,use Atm Spread,V NM N,0,0,1,use,V,{'Telegram.srcml.xml_identifiers'},248
AddressLowering,Address Lowering,N V,1,2,2,Lowering,V,{'swift.srcml.xml_identifiers'},271
ChangeScroll,Change Scroll,V N,0,0,2,Change,V,{'calligra.srcml.xml_identifiers'},309
ContextualizeClosures,Contextualize Closures,V NPL,0,0,2,Contextualize,V,{'swift.srcml.xml_identifiers'},330
GetHomeDirectory,Get Home Directory,V NM N,0,0,2,Get,V,{'jenkins.srcml.xml_identifiers'},372
GetTotalDiskSpace,Get Total Disk Space,V NM NM N,0,0,2,Get,V,{'jenkins.srcml.xml_identifiers'},373
InstallUncaughtExceptionHandler,Install Uncaught Exception Handler,V NM NM N,0,0,2,Install,V,{'jenkins.srcml.xml_identifiers'},386
