SPLIT_IDENTIFIER,WORD,NORMALIZED_POSITION,MAXPOSITION,CONTEXT_NUMBER,LANGUAGE,LAST_LETTER,NLTK_POS,VERB_SCORE,DET_SCORE,PREP_SCORE,ENGLISHV_SCORE,ENGLISHPRE_SCORE,POSITION_RATIO,ENGLISHN_SCORE,METHODV_SCORE,CONJ_SCORE,PREPOSITION,DETERMINER,CONTAINSDIGIT,CONTAINSCLOSEDSET,HTTP_POS
m gpu Rays,rays,2,3,1,0,115,1,0.1108902469277381,0.0828121080994606,0.0938163176178932,0.1484590917825698,0.1481836885213852,0.6666666666666666,0.0950961709022522,0.0,0.0828121080994606,0,0,False,False,"m|PRE,gpu|NM,Rays|NPL"
text only,text,0,2,5,2,116,3,0.2116695940494537,0.1697407811880111,0.1149829849600792,0.3691144585609436,0.2327515631914138,0.0,0.2722253203392029,0.0167433694005012,0.1697407811880111,0,0,False,True,"text|NM,only|N"
b3 Push Profile Timing,timing,2,4,4,1,103,3,0.2331488132476806,0.2634687423706054,0.2080089002847671,0.0664322078227996,0.0089006815105676,0.75,0.0770509764552116,0.2653773128986358,0.2634687423706054,0,0,False,False,"b|NM,3|P,Push|NM,Profile|NM,Timing|N"
perlin Map 3D,perlin,0,3,4,1,110,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,False,False,"perl|N,in|P,Map|NM,3D|N"
effective Style,effective,0,2,4,2,101,0,0.182840034365654,0.1472053378820419,0.1470310389995575,0.042346391826868,0.0946975573897361,0.0,0.0770547688007354,0.0,0.1472053378820419,0,0,False,False,"effective|NM,Style|N"
f out,out,2,2,1,1,116,6,0.2923476099967956,0.4140246510505676,0.5889096260070801,0.0478702075779438,0.115865521132946,0.5,0.0579157657921314,0.0431004576385021,0.4140246510505676,1,0,False,True,"f|N,out|N"
Value Label,label,2,2,2,0,108,3,0.1515109986066818,0.1316419839859008,0.063081294298172,0.1066837161779403,0.1161170527338981,0.5,0.161838099360466,0.0123793445527553,0.1316419839859008,0,0,False,False,"Value|NM,Label|N"
cb result,result,2,2,3,1,116,3,0.2927756607532501,0.3092486560344696,0.3373126983642578,0.098375454545021,0.0425245985388755,0.5,0.1227106600999832,-0.0780809745192527,0.3092486560344696,0,0,False,False,"cb|NM,result|N"
Regression 2D Adapter,adapter,2,3,2,0,114,3,0.1348393708467483,0.0772595033049583,0.0480450503528118,0.1714337170124054,0.2106774747371673,0.6666666666666666,0.1681943386793136,0.3290418982505798,0.0772595033049583,0,0,False,False,"Regression|NM,2|P,D|NM,Adapter|N"
get U 16 No Ex,u,1,5,4,1,117,3,0.1884915381669998,0.1581150293350219,0.0944627895951271,0.2619546949863434,0.6344929933547974,0.2,0.2114491909742355,0.0544802732765674,0.1581150293350219,0,0,True,False,"get|V,U|NM,16|P,No|DT,Ex|N"
num Vec Per Segment,num,0,4,3,2,109,3,0.0256788805127143,-0.0026342098135501,-0.0135414442047476,0.3093838393688202,0.5628393888473511,0.0,0.2832817733287811,0.1403419375419616,-0.0026342098135501,0,0,False,False,"num|NM,Vec|NM,Per|P,Segment|N"
vol Stride 1,stride,1,3,3,1,101,3,0.2357973456382751,0.145589217543602,0.1696923375129699,-0.0006538366433233,-0.042339589446783,0.3333333333333333,-0.0084824608638882,0.2239279150962829,0.145589217543602,0,0,True,False,"vol|NM,Stride|NM,1|D"
str args,args,2,2,3,1,115,3,0.151611179113388,0.1278751492500305,0.1035401374101638,0.3608811497688293,0.5520731806755066,0.5,0.3767307698726654,0.2627250552177429,0.1278751492500305,0,0,False,False,"str|NM,args|NPL"
TIFF Get Size Proc,get,1,4,4,1,116,10,0.5725187063217163,0.4349799156188965,0.3191798627376556,0.0436071753501892,0.0867886617779731,0.25,0.010661625303328,-0.2550778687000274,0.4349799156188965,0,0,False,False,"TIFF|NM,Get|V,Size|DT,Proc|N"
Reset Token Stats,token,1,3,4,1,110,3,0.1945672780275344,0.2201308459043502,0.1351327300071716,0.0811939910054206,0.0521700754761695,0.3333333333333333,0.1491104066371917,0.0076136216521263,0.2201308459043502,0,0,False,False,"Reset|V,Token|NM,Stats|NPL"
last time,time,2,2,1,1,101,3,0.2859843671321869,0.4585520327091217,0.3268637359142303,0.1004811152815818,-0.0024434218648821,0.5,0.0849505364894867,0.0666091591119766,0.4585520327091217,0,0,False,False,"last|NM,time|N"
compare Inverse And Forward Dynamics,dynamics,2,5,4,2,115,1,0.2149838507175445,0.1490283161401748,0.1341692805290222,0.1355751454830169,0.0641674622893333,0.8,0.1600151360034942,0.0,0.1490283161401748,0,0,False,False,"compare|V,Inverse|NM,And|CJ,Forward|NM,Dynamics|N"
now Micros,micros,2,2,5,0,115,1,0.0936278253793716,0.077523373067379,0.1196653917431831,0.128398135304451,0.3121089935302734,0.5,0.1993153393268585,0.0,0.077523373067379,0,0,False,False,"now|NM,Micros|N"
conv in channels,in,1,3,1,1,110,6,0.2683225274085998,0.4491936564445495,0.6486442685127258,0.0024078781716525,0.0506594330072402,0.3333333333333333,0.0282606501132249,0.0142240058630704,0.4491936564445495,1,0,False,False,"conv|N,in|NM,channels|NPL"
if Unique,if,0,2,5,1,102,6,0.4507812559604645,0.7985743880271912,0.4129048585891723,0.1638399064540863,0.0963532105088234,0.0,0.1203984916210174,0.2157370448112487,0.7985743880271912,0,0,False,False,"if|NM,Unique|N"
ptr next,ptr,0,2,3,2,114,3,0.0972947999835014,0.019591199234128,0.0710250362753868,0.2457167655229568,0.621597945690155,0.0,0.2720266282558441,0.2289371788501739,0.019591199234128,0,0,False,True,"ptr|NM,next|CJ"
to Launch,launch,2,2,3,0,104,3,0.2555903196334839,0.0593051947653293,0.1042079478502273,0.0242455098778009,0.071817360818386,0.5,0.024771673604846,-0.0451501570641994,0.0593051947653293,0,0,False,False,"to|N,Launch|N"
ABC Opt,abc,0,2,2,1,99,3,0.0669188052415847,0.0620415955781936,0.0267528593540191,0.3063702881336212,0.4585480391979217,0.0,0.3024994432926178,0.0994254499673843,0.0620415955781936,0,0,False,False,"ABC|NM,Opt|N"
for Unknown Schema,for,0,3,5,0,114,6,0.3402898013591766,0.4617387652397156,0.5728485584259033,0.0100090838968753,0.1170183718204498,0.0,0.0276452172547578,0.176849752664566,0.4617387652397156,1,0,False,False,"for|NM,Unknown|NM,Schema|N"
after 2,after,0,2,3,1,114,6,0.1931329667568206,0.4273825585842132,0.5454723238945007,-0.0083107138052582,0.0095862345770001,0.0,-0.032640766352415,-0.0210883617401123,0.4273825585842132,1,0,True,False,"after|N,2|D"
only Impersonation Enabled,enabled,2,3,1,0,100,7,0.175109401345253,0.1821924895048141,0.2616682052612304,0.0769055411219596,0.131754383444786,0.6666666666666666,-0.0219029709696769,0.0838716030120849,0.1821924895048141,0,0,False,False,"only|NM,Impersonation|NM,Enabled|V"
future Active Doc,active,1,3,3,1,101,0,0.1881132125854492,0.1654738485813141,0.1731264144182205,0.0123802619054913,0.0663225427269935,0.3333333333333333,-0.018210407346487,0.1574346125125885,0.1654738485813141,0,0,False,False,"future|NM,Active|NM,Doc|N"
read Element Text Span,element,1,4,4,1,116,3,0.2094023376703262,0.2100409865379333,0.1296731084585189,0.2148131430149078,0.0791715085506439,0.25,0.2519831657409668,-0.0171669460833072,0.2100409865379333,0,0,False,False,"read|V,Element|NM,Text|NM,Span|N"
next In Memory,memory,2,3,4,0,121,3,0.1282664686441421,0.1659845113754272,0.1180367842316627,0.0983677357435226,0.0548585690557956,0.6666666666666666,0.069313459098339,0.2809537649154663,0.1659845113754272,0,0,False,False,"next|NM,In|P,Memory|N"
script Event Action Factories,script,0,4,1,2,116,3,0.1435316503047943,0.1722367703914642,0.0646948963403701,0.2088996022939682,0.0118387807160615,0.0,0.1372721195220947,0.0073974672704935,0.1722367703914642,0,0,False,False,"script|NM,Event|NM,Action|NM,Factories|NPL"
q 0 h,q,0,3,3,1,113,3,0.1316454112529754,0.0824441760778427,0.1437384933233261,0.2307094037532806,0.5971083045005798,0.0,0.269220620393753,0.0767973810434341,0.0824441760778427,0,0,True,False,"q|NM,0|D,h|N"
canvas item,canvas,0,2,1,0,115,3,0.1286453902721405,0.0987808629870414,0.1410012990236282,0.131532683968544,0.1100931465625763,0.0,0.1223086342215538,0.1923706233501434,0.0987808629870414,0,0,False,False,"canvas|NM,item|N"
with Path And Type,path,1,4,4,0,104,3,0.2387120872735977,0.2069627195596695,0.2373153418302536,0.0155416876077651,-0.0299466904252767,0.25,0.0436430610716342,0.0640179887413978,0.2069627195596695,0,0,False,False,"with|P,Path|NM,And|CJ,Type|N"
num Verts In A,num,0,4,3,2,109,3,0.0256788805127143,-0.0026342098135501,-0.0135414442047476,0.3093838393688202,0.5628393888473511,0.0,0.2832817733287811,0.1403419375419616,-0.0026342098135501,0,0,False,False,"num|N,Verts|NPL,In|P,A|N"
Read S3fs Passwd File,passwd,1,4,4,1,100,3,0.2598376274108886,0.2416025698184967,0.1501072347164154,0.422319084405899,0.4512365460395813,0.5,0.3741382658481598,0.0,0.2416025698184967,0,0,False,False,"Read|V,S|NM,3|P,fs|NM,Passwd|NM,File|N"
Image Manager,manager,2,2,2,1,114,3,0.0817110389471054,0.0444399304687976,0.0543940290808677,-0.0394661054015159,0.0066060661338269,0.5,-0.0959516465663909,0.1678161025047302,0.0444399304687976,0,0,False,False,"Image|DT,Manager|N"
validate Public Static Void Methods,validate,0,5,4,1,101,3,0.4006205797195434,0.1628222465515136,0.1869674623012542,0.0174091812223196,0.0738285481929779,0.0,0.0245586242526769,-0.1886935383081436,0.1628222465515136,0,0,False,False,"validate|V,Public|NM,Static|NM,Void|NM,Methods|NPL"
field Offset Vector,offset,1,3,3,1,116,3,0.3205064833164215,0.1277939528226852,0.2385349571704864,-0.0152346342802047,0.0429720357060432,0.3333333333333333,-0.0449995882809162,0.0299890451133251,0.1277939528226852,0,0,False,False,"field|NM,Offset|NM,Vector|N"
build Group Query,build,0,3,4,1,100,3,0.4859788417816162,0.1519802510738372,0.1960088461637497,-0.0001558998628752,0.0100487628951668,0.0,0.0236725211143493,-0.1143644601106643,0.1519802510738372,0,0,False,False,"build|V,Group|NM,Query|N"
TIFF Get Size Proc,proc,2,4,4,1,99,3,0.0785287916660308,0.0871115401387214,0.0124546904116868,0.213683471083641,0.4058935940265655,0.75,0.2716419398784637,0.1870998740196228,0.0871115401387214,0,0,False,False,"TIFF|NM,Get|V,Size|DT,Proc|N"
set Frame Pen,frame,1,3,4,0,101,3,0.2189608216285705,0.2061271220445633,0.2019401043653488,0.088606409728527,0.1243038848042488,0.3333333333333333,0.1125281006097793,0.1782800853252411,0.2061271220445633,0,0,False,False,"set|V,Frame|NM,Pen|N"
from Inclusive,inclusive,2,2,5,0,101,0,0.1745093166828155,0.1265465021133422,0.1579426079988479,0.0450838916003704,0.1916096210479736,0.5,0.0728269666433334,0.3905621767044067,0.1265465021133422,0,0,False,False,"from|P,Inclusive|N"
save As Quadratic Png,save,0,4,4,0,101,10,0.3896393477916717,0.1908001154661178,0.3117276430130005,-0.0256014578044414,0.0674188286066055,0.0,0.0188621040433645,-0.2205243110656738,0.1908001154661178,1,0,False,False,"save|NM,As|P,Quadratic|DT,Png|N"
png init palette transformations,png,0,4,4,1,103,3,0.1142333447933197,0.1369454115629196,0.0556681305170059,0.2967413067817688,0.4594913125038147,0.0,0.3204242289066314,0.0,0.1369454115629196,0,0,False,False,"png|NM,init|NM,palette|NM,transformations|NPL"
SK Editor Consumer,editor,1,3,2,1,114,3,0.0543160662055015,-0.0193910580128431,-0.0296073257923126,0.033583540469408,0.016652725636959,0.3333333333333333,0.0475892536342144,0.2111612856388092,-0.0193910580128431,0,0,False,False,"SK|NM,Editor|NM,Consumer|N"
action View Show Master Pages,action,0,5,1,0,110,3,0.2368718981742859,0.2148801386356353,0.1602802872657776,0.0555878840386867,0.0300509817898273,0.0,0.0055515090934932,-0.0054561849683523,0.2148801386356353,0,0,False,False,"action|NM,View|NM,Show|NM,Master|NM,Pages|N"
Clear Active ID,id,2,3,4,2,100,3,0.1107425019145011,0.1421974450349807,0.0769604966044426,0.2474091798067093,0.4983824491500854,0.6666666666666666,0.2809996306896209,-0.0925729423761367,0.1421974450349807,0,0,False,False,"Clear|NM,Active|NM,ID|N"
a 3,3,2,2,3,2,51,2,0.1111004725098609,0.0947864577174186,0.2250662147998809,-0.003928274847567,0.2879056334495544,0.5,-0.0189954992383718,0.0,0.0947864577174186,0,0,True,False,"a|DT,3|D"
bean Configs,configs,2,2,1,0,115,1,0.2065872550010681,0.1926412433385849,0.1549694836139679,0.1497615575790405,0.2928524613380432,0.5,0.1638850420713424,0.242356538772583,0.1926412433385849,0,0,False,False,"bean|NM,Configs|NPL"
weak Ref Lost,lost,2,3,1,0,116,7,0.2801555395126343,0.2114500403404235,0.2987581193447113,-0.0088890073820948,0.0730330944061279,0.6666666666666666,0.0386487245559692,0.4237816929817199,0.2114500403404235,0,0,False,False,"weak|NM,Ref|NM,Lost|N"
gimp devices check change,change,2,4,4,0,101,3,0.4192885458469391,0.2500248253345489,0.2022327333688736,0.0952409654855728,0.0830989927053451,0.75,0.0682667791843414,0.0973597541451454,0.2500248253345489,0,0,False,False,"gimp|V,devices|NPL,check|NM,change|N"
base transform,transform,2,2,3,1,109,3,0.4457586407661438,0.0908234044909477,0.1252738833427429,0.0496721416711807,0.0171510279178619,0.5,0.0890468209981918,-0.1153491884469986,0.0908234044909477,0,0,False,False,"base|NM,transform|V"
all Casts,casts,2,2,3,0,115,1,0.2125484198331833,0.1076500564813613,0.1291412264108657,0.0225581023842096,0.0683376267552375,0.5,0.0745994672179222,0.0,0.1076500564813613,0,0,False,False,"all|DT,Casts|NPL"
last Rel Node,last,0,3,3,0,116,0,0.2088235765695572,0.3696759343147278,0.4133140444755554,-0.0072740470059216,-0.017220439389348,0.0,-0.004559498745948,-0.0588632859289646,0.3696759343147278,0,1,False,False,"last|NM,Rel|NM,Node|N"
Vanilla Forward Payoff,payoff,2,3,2,1,102,3,0.2396503984928131,0.218784898519516,0.1616831868886947,0.0495974384248256,0.0513866990804672,0.6666666666666666,0.0908836871385574,0.0,0.218784898519516,0,0,False,False,"Vanilla|NM,Forward|NM,Payoff|N"
start R 1,r,1,3,3,1,114,3,0.0885681360960006,0.056630790233612,0.0953353568911552,0.3323925733566284,0.7004310488700867,0.3333333333333333,0.3323165476322174,0.0646724551916122,0.056630790233612,0,0,True,False,"start|NM,R|NM,1|D"
a cap,cap,2,2,5,2,112,3,0.1878245025873184,0.167293518781662,0.1902225762605667,0.0025309692136943,0.1038048788905143,0.5,-0.0282617416232824,0.3205593228340149,0.167293518781662,0,0,False,False,"a|PRE,cap|N"
source index,source,0,2,3,2,101,3,0.1939107328653335,0.2131579965353012,0.1357340961694717,0.1268301904201507,0.0095488838851451,0.0,0.1726662963628769,0.0741184651851654,0.2131579965353012,0,0,False,False,"source|NM,index|N"
the Getter,getter,2,2,1,0,114,3,0.0659628137946128,0.1233954429626464,0.1051718816161155,0.0622597075998783,0.1194798126816749,0.5,0.08179422467947,0.0873032212257385,0.1233954429626464,0,0,False,False,"the|DT,Getter|N"
gui line mixed free all,mixed,1,5,4,2,100,0,0.1754972338676452,0.1204998046159744,0.1426321417093277,-0.033288151025772,0.084405779838562,0.4,0.0352907814085483,0.3159444332122803,0.1204998046159744,0,0,False,True,"gui|NM,line|NM,mixed|NM,free|NM,all|DT"
write Root,root,2,2,5,1,116,3,0.3025899529457092,0.195148080587387,0.1736212223768234,0.1032009050250053,0.0941525176167488,0.5,0.1813605427742004,0.1203050166368484,0.195148080587387,0,0,False,False,"write|NM,Root|N"
on start,start,2,2,1,1,116,3,0.381205141544342,0.2679513096809387,0.311395525932312,0.0706697776913642,0.0506725534796714,0.5,0.0312868095934391,-0.1508699357509613,0.2679513096809387,0,0,False,False,"on|P,start|N"
m last Connection,m,0,3,1,1,109,3,0.1143899485468864,0.0754066482186317,0.117298424243927,0.1478965580463409,0.5780587792396545,0.0,0.1687702536582946,-0.1699012070894241,0.0754066482186317,0,0,False,False,"m|PRE,last|NM,Connection|N"
rt Stream Ptr,stream,1,3,3,1,109,3,0.21136075258255,0.1627828180789947,0.2153505682945251,0.134898155927658,0.128929778933525,0.3333333333333333,0.1015158742666244,0.1009731590747833,0.1627828180789947,0,0,False,False,"rt|NM,Stream|NM,Ptr|N"
compare Fields By Name,name,2,4,3,0,101,3,0.2017556577920913,0.2188731729984283,0.1097858995199203,0.319180428981781,0.0729214772582054,0.75,0.2992879152297973,0.0233661886304616,0.2188731729984283,0,0,False,False,"compare|V,Fields|NM,By|P,Name|N"
Problem Reporter Factory,factory,2,3,2,1,121,3,0.1161265447735786,0.1126482263207435,0.1328339874744415,0.0016367855714634,0.0320382416248321,0.6666666666666666,0.01432441547513,-0.0378445051610469,0.1126482263207435,0,0,False,False,"Problem|NM,Reporter|NM,Factory|N"
for Number,for,0,2,4,0,114,6,0.3402898013591766,0.4617387652397156,0.5728485584259033,0.0100090838968753,0.1170183718204498,0.0,0.0276452172547578,0.176849752664566,0.4617387652397156,1,0,False,False,"for|P,Number|N"
tune Treebank,tune,0,2,3,0,101,3,0.2732913792133331,0.187711700797081,0.1499093174934387,0.1180257275700569,0.1225208863615989,0.0,0.0194089729338884,0.2486197054386139,0.187711700797081,0,0,False,False,"tune|NM,Tree|NM,bank|N"
submodule load each,load,1,3,4,2,100,3,0.2581219971179962,0.1815352290868759,0.232431948184967,0.0585833489894866,0.1897684931755066,0.3333333333333333,0.0458717383444309,-0.2392258495092392,0.1815352290868759,0,0,False,True,"submodule|N,load|NM,each|DT"
glew Validate Program Pipeline,validate,1,4,1,1,101,3,0.4006205797195434,0.1628222465515136,0.1869674623012542,0.0174091812223196,0.0738285481929779,0.25,0.0245586242526769,-0.1886935383081436,0.1628222465515136,0,0,False,False,"glew|NM,Validate|NM,Program|NM,Pipeline|N"
rx1024 to 1522 packets,rx1024,0,4,1,2,52,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,True,False,"rx1024|NM,to|P,1522|P,packets|NPL"
blob name to last top idx,idx,2,6,3,1,120,3,0.1724656671285629,0.06768499314785,0.117308609187603,0.2858828008174896,0.5959564447402954,0.8333333333333334,0.3069826662540436,0.3268316686153412,0.06768499314785,0,0,False,False,"blob|N,name|NM,to|P,last|NM,top|NM,idx|N"
all Final,final,2,2,5,0,108,0,0.2137697041034698,0.277797520160675,0.3167101740837097,0.0591241307556629,0.0311355274170637,0.5,-0.0020762835629284,0.2046012282371521,0.277797520160675,0,0,False,False,"all|DT,Final|N"
pad 2,pad,0,2,1,2,100,3,0.185507446527481,0.1598079949617386,0.1993683129549026,0.0932648032903671,0.2049766480922699,0.0,0.1031619161367416,0.1047643050551414,0.1598079949617386,0,0,True,False,"pad|NM,2|D"
T 1 Prepare Mun map Code,1,1,6,4,1,49,2,0.1091085225343704,0.119271732866764,0.2104614078998565,0.0366875939071178,0.2996620237827301,0.1666666666666666,0.0205252431333065,0.0,0.119271732866764,0,0,True,False,"T|NM,1|P,Prepare|NM,Mun|NM,map|NM,Code|N"
to Count,count,2,2,5,0,116,3,0.3286092877388,0.2430586218833923,0.2119393646717071,0.0462202243506908,0.0875705927610397,0.5,0.0830824449658393,0.0007998049259185,0.2430586218833923,0,0,False,False,"to|NM,Count|N"
Log Mixed Linear Cubic Interpolation,log,0,5,2,1,103,3,0.25914266705513,0.1258659809827804,0.1771834045648574,0.1270640939474105,0.1145902201533317,0.0,0.0240261666476726,-0.0731546655297279,0.1258659809827804,0,0,False,False,"Log|NM,Mixed|NM,Linear|NM,Cubic|NM,Interpolation|N"
all Procedures Are Callable,all,0,4,4,0,108,8,0.3551322817802429,0.4919635355472564,0.4235346615314483,0.0588802136480808,0.1196774318814277,0.0,-0.0082694580778479,-0.0115211270749568,0.4919635355472564,0,1,False,False,"all|DT,Procedures|NPL,Are|V,Callable|NM"
name what,what,2,2,1,2,116,22,0.3782000839710235,0.5679670572280884,0.2982803285121918,0.1613502502441406,0.0308322925120592,0.5,0.1423928886651992,0.1961105018854141,0.5679670572280884,0,1,False,True,"name|NM,what|CJ"
all New Schema Paths,schema,1,4,4,0,97,3,0.137653961777687,0.1151123493909835,0.0669881701469421,0.3054630756378174,0.1815147399902343,0.5,0.2975375056266784,0.0646008998155593,0.1151123493909835,0,0,False,False,"all|DT,New|DT,Schema|NM,Paths|N"
default Answer,default,0,2,1,2,116,3,0.1782739460468292,0.1684462130069732,0.1206292659044265,0.1593910157680511,0.1614806801080703,0.0,0.1734899133443832,0.1411328613758087,0.1684462130069732,0,0,False,False,"default|NM,Answer|N"
plugin script str 2 ptr,script,1,5,4,2,116,3,0.1435316503047943,0.1722367703914642,0.0646948963403701,0.2088996022939682,0.0118387807160615,0.2,0.1372721195220947,0.0073974672704935,0.1722367703914642,0,0,True,False,"plugin|NM,script|NM,str|NM,2|P,ptr|N"
ccv nnc tensor for while count,for,1,6,4,2,114,6,0.3402898013591766,0.4617387652397156,0.5728485584259033,0.0100090838968753,0.1170183718204498,0.5,0.0276452172547578,0.176849752664566,0.4617387652397156,1,0,False,False,"ccv|V,nnc|NM,tensor|N,for|P,while|P,count|N"
