TYPE,NAME,CONTEXT,LANGUAGE,FILE,LINE_NUMBER,SPLIT_IDENTIFIER,GRAMMAR_PATTERN
List,keep Readability Only On Descendants,FUNCTION,C,{'irrlicht.srcml.xml_identifiers'},,keep Readability Only On Descendants,V NM VM P NPL
Array,last Gradient,FUNCTION,Java,{'corenlp.srcml.xml_identifiers'},,last Gradient,NM N
GimpValueArray,layer get composite mode invoker,FUNCTION,C++,{'opencv.srcml.xml_identifiers'},,layer get composite mode invoker,NM V NM NM N
Real,lower Boundary Factor,FUNCTION,Java,{'junit4.srcml.xml_identifiers'},,lower Boundary Factor,NM NM N
String,make HTML Table,FUNCTION,C,{'irrlicht.srcml.xml_identifiers'},,make HTML Table,V NM N
void,mark As Fetching,FUNCTION,C++,{'swift.srcml.xml_identifiers'},,mark As Fetching,V P V
boolean,match By IP,FUNCTION,C++,{'grpc.srcml.xml_identifiers'},,match By IP,V P N
boolean,matches Any Parent Categories,FUNCTION,Java,{'elasticsearch.srcml.xml_identifiers'},,matches Any Parent Categories,V DT NM NPL
int,max Draw Buffers,FUNCTION,C++,{'grpc.srcml.xml_identifiers'},,max Draw Buffers,NM NM NPL
void,maximize All,FUNCTION,C++,{'blender.srcml.xml_identifiers'},,maximize All,V DT
MetadataSnapshot,metadata Snapshot,FUNCTION,Java,{'antlr4.srcml.xml_identifiers'},,metadata Snapshot,NM N
Exchange,new Exchange,FUNCTION,C++,{'opencv.srcml.xml_identifiers'},,new Exchange,NM N
ParameterSignature,next Unassigned,FUNCTION,C++,{'swift.srcml.xml_identifiers'},,next Unassigned,NM NM
bool,nla invert combine value,FUNCTION,Java,{'elasticsearch.srcml.xml_identifiers'},,nla invert combine value,NM V NM N
ShaderOutput,node find output by name,FUNCTION,C++,{'QuantLib.srcml.xml_identifiers'},,node find output by name,N V N P N
void,notify Touch Down,FUNCTION,C++,{'bullet3.srcml.xml_identifiers'},,notify Touch Down,V NM N
MockitoException,null Passed To Verify No More Interactions,FUNCTION,C,{'kdevelop.srcml.xml_identifiers'},,null Passed To Verify No More Interactions,N V P V VM DT NPL
boolean,nulls Ok,FUNCTION,C++,{'openFrameworks.srcml.xml_identifiers'},,nulls Ok,NPL NM
Object,object With To String,FUNCTION,C++,{'QuantLib.srcml.xml_identifiers'},,object With To String,N P P N
string,of To Binary,FUNCTION,C++,{'calligra.srcml.xml_identifiers'},,of To Binary,PRE P N
void,on Group Call Key Sent,FUNCTION,Java,{'antlr4.srcml.xml_identifiers'},,on Group Call Key Sent,P NM NM N NM
Void,on Implies,FUNCTION,C++,{'grpc.srcml.xml_identifiers'},,on Implies,P V
bool,optimize Identity Cast Composition,FUNCTION,Java,{'okhttp.srcml.xml_identifiers'},,optimize Identity Cast Composition,V NM NM N
bool,palette poll,FUNCTION,C++,{'QuantLib.srcml.xml_identifiers'},,palette poll,N V
List,parent Pairs,FUNCTION,C++,{'irrlicht.srcml.xml_identifiers'},,parent Pairs,NM NPL
Attribute,parse Attribute Def,FUNCTION,C,{'grpc.srcml.xml_identifiers'},,parse Attribute Def,V NM N
long,parse Expires,FUNCTION,C++,{'bullet3.srcml.xml_identifiers'},,parse Expires,V NPL
long,parse Max Age,FUNCTION,Java,{'antlr4.srcml.xml_identifiers'},,parse Max Age,V NM N
QString,path With Native Separators,FUNCTION,Java,{'corenlp.srcml.xml_identifiers'},,path With Native Separators,N P NM NPL
void,png do strip channel,FUNCTION,C++,{'swift.srcml.xml_identifiers'},,png do strip channel,NM V V N
PNGAPI,png get row bytes,FUNCTION,C++,{'calligra.srcml.xml_identifiers'},,png get row bytes,NM V NM NPL
PNGAPI,png get rows,FUNCTION,C,{'blender.srcml.xml_identifiers'},,png get rows,NM V NPL
PNGAPI,png get unknown chunks,FUNCTION,C++,{'QuantLib.srcml.xml_identifiers'},,png get unknown chunks,NM V NM NPL
void,png init palette transformations,FUNCTION,C++,{'opencv.srcml.xml_identifiers'},,png init palette transformations,NM V NM NPL
void,png read IDAT data,FUNCTION,C++,{'openFrameworks.srcml.xml_identifiers'},,png read IDAT data,NM V NM N
void,pnm load raw pfm,FUNCTION,Java,{'antlr4.srcml.xml_identifiers'},,pnm load raw pfm,NM V NM N
void,presentation Start From First,FUNCTION,C,{'gimp.srcml.xml_identifiers'},,presentation Start From First,N V P NM
sharedptr,process Helper,FUNCTION,C++,{'ogre.srcml.xml_identifiers'},,process Helper,NM N
void,push Reset Later,FUNCTION,Java,{'okhttp.srcml.xml_identifiers'},,push Reset Later,V N VM
PyObject,pybullet compute View Matrix,FUNCTION,C++,{'QuantLib.srcml.xml_identifiers'},,pybullet compute View Matrix,PRE V NM N
void,read Element Text Span,FUNCTION,C++,{'openFrameworks.srcml.xml_identifiers'},,read Element Text Span,V NM NM N
void,read Pass,FUNCTION,Java,{'okhttp.srcml.xml_identifiers'},,read Pass,V N
List,read Response,FUNCTION,C++,{'opencv.srcml.xml_identifiers'},,read Response,V N
FLACbool,read subframe,FUNCTION,Java,{'junit4.srcml.xml_identifiers'},,read subframe,V N
char,Read Text File,FUNCTION,C++,{'openFrameworks.srcml.xml_identifiers'},,Read Text File,V NM N
void,read White Space,FUNCTION,C++,{'swift.srcml.xml_identifiers'},,read White Space,V NM N
void,reapply Filter,FUNCTION,C,{'gimp.srcml.xml_identifiers'},,reapply Filter,V N
void,register With Volatility Spread,FUNCTION,Java,{'junit4.srcml.xml_identifiers'},,register With Volatility Spread,V P NM N
void,remap Nearest Neighbor,FUNCTION,C++,{'kdevelop.srcml.xml_identifiers'},,remap Nearest Neighbor,V NM N
void,remove Imported Parent Contexts,FUNCTION,Java,{'jenkins.srcml.xml_identifiers'},,remove Imported Parent Contexts,V NM NM NPL
void,render result exr file end,FUNCTION,C++,{'calligra.srcml.xml_identifiers'},,render result exr file end,V NM NM NM N
void,Render Text,FUNCTION,C++,{'QuantLib.srcml.xml_identifiers'},,Render Text,V N
void,report No Setter Found,FUNCTION,C,{'Telegram.srcml.xml_identifiers'},,report No Setter Found,V DT N V
void,repress Ref At Loc,FUNCTION,C++,{'bullet3.srcml.xml_identifiers'},,repress Ref At Loc,V N P N
void,require Client Auth,FUNCTION,Java,{'elasticsearch.srcml.xml_identifiers'},,require Client Auth,V NM N
void,reset Meta Class Cache,FUNCTION,C,{'bullet3.srcml.xml_identifiers'},,reset Meta Class Cache,V NM NM N
void,Reset Token Stats,FUNCTION,C++,{'opencv.srcml.xml_identifiers'},,Reset Token Stats,V NM NPL
void,resize Linear Open CV,FUNCTION,Java,{'elasticsearch.srcml.xml_identifiers'},,resize Linear Open CV,V NM NM N
void,resize Nearest Neighbor,FUNCTION,C++,{'kdevelop.srcml.xml_identifiers'},,resize Nearest Neighbor,V NM N
void,rgb 2 rgb565,FUNCTION,C++,{'blender.srcml.xml_identifiers'},,rgb 2 rgb565,N P N
void,rgbx 2 bgrx,FUNCTION,C++,{'QuantLib.srcml.xml_identifiers'},,rgbx 2 bgrx,N P N
void,run Methods,FUNCTION,Java,{'okhttp.srcml.xml_identifiers'},,run Methods,V NPL
QString,sanitize Path,FUNCTION,C,{'gimp.srcml.xml_identifiers'},,sanitize Path,V N
Dst,saturated cast,FUNCTION,C,{'blender.srcml.xml_identifiers'},,saturated cast,NM N
void,save As Quadratic Png,FUNCTION,Java,{'junit4.srcml.xml_identifiers'},,save As Quadratic Png,V P NM N
void,send Serial Config,FUNCTION,Java,{'antlr4.srcml.xml_identifiers'},,send Serial Config,V NM N
void,send String,FUNCTION,C,{'irrlicht.srcml.xml_identifiers'},,send String,V N
KConfigGroup,session Config,FUNCTION,C++,{'openFrameworks.srcml.xml_identifiers'},,session Config,NM N
void,Set Add Faces Points,FUNCTION,Java,{'corenlp.srcml.xml_identifiers'},,Set Add Faces Points,V V NM NPL
Builder,set Canonical Mention Begin,FUNCTION,Java,{'mockito.srcml.xml_identifiers'},,set Canonical Mention Begin,V NM NM N
void,set Custom Uniform 1 f,FUNCTION,C++,{'grpc.srcml.xml_identifiers'},,set Custom Uniform 1 f,V NM N D NM
clint,set Destructor Callback,FUNCTION,C,{'irrlicht.srcml.xml_identifiers'},,set Destructor Callback,V NM N
void,set Display Index,FUNCTION,C++,{'bullet3.srcml.xml_identifiers'},,set Display Index,V NM N
CreationSettings,set Extra Interfaces,FUNCTION,Java,{'junit4.srcml.xml_identifiers'},,set Extra Interfaces,V NM NPL
void,set Frame Pen,FUNCTION,Java,{'corenlp.srcml.xml_identifiers'},,set Frame Pen,V NM N
void,set Invert,FUNCTION,C++,{'irrlicht.srcml.xml_identifiers'},,set Invert,V N
void,set Layer Texture Name,FUNCTION,C,{'irrlicht.srcml.xml_identifiers'},,set Layer Texture Name,V NM NM N
void,set Project Naming Strategy,FUNCTION,C++,{'irrlicht.srcml.xml_identifiers'},,set Project Naming Strategy,V NM NM N
void,set Tiling,FUNCTION,Java,{'junit4.srcml.xml_identifiers'},,set Tiling,V N
void,setup Bounding Box Vertices,FUNCTION,C++,{'ogre.srcml.xml_identifiers'},,setup Bounding Box Vertices,V NM NM NPL
sha2void,sha256 hash,FUNCTION,Java,{'mockito.srcml.xml_identifiers'},,sha256 hash,NM N
void,shader data to shader globals,FUNCTION,C++,{'grpc.srcml.xml_identifiers'},,shader data to shader globals,NM NPL P NM NPL
void,silk bw expander 32,FUNCTION,Java,{'corenlp.srcml.xml_identifiers'},,silk bw expander 32,NM NM N D
void,simulate GC,FUNCTION,Java,{'jenkins.srcml.xml_identifiers'},,simulate GC,V N
boolean,skip Whitespace And Commas,FUNCTION,Java,{'elasticsearch.srcml.xml_identifiers'},,skip Whitespace And Commas,V N CJ NPL
Optional,speaker,FUNCTION,C++,{'openFrameworks.srcml.xml_identifiers'},,speaker,N
int,split Argument List,FUNCTION,Java,{'okhttp.srcml.xml_identifiers'},,split Argument List,V NM N
int,sqlite3 session config,FUNCTION,C,{'gimp.srcml.xml_identifiers'},,sqlite3 session config,PRE N V
int,sqlite3 Walk Expr List,FUNCTION,Java,{'junit4.srcml.xml_identifiers'},,sqlite3 Walk Expr List,PRE V NM N
void,start Matched Count Dec,FUNCTION,C++,{'kdevelop.srcml.xml_identifiers'},,start Matched Count Dec,V NM N V
QIcon,status Icon,FUNCTION,Java,{'elasticsearch.srcml.xml_identifiers'},,status Icon,NM N
int,stmt Close,FUNCTION,C++,{'irrlicht.srcml.xml_identifiers'},,stmt Close,N V
sizet,str array len,FUNCTION,Java,{'mockito.srcml.xml_identifiers'},,str array len,NM NM N
GrammarAST,strip Left Recursion,FUNCTION,C++,{'ogre.srcml.xml_identifiers'},,strip Left Recursion,V NM N
PyObject,Stroke Attribute alpha get,FUNCTION,C,{'Telegram.srcml.xml_identifiers'},,Stroke Attribute alpha get,NM NM N V
void,target Started,FUNCTION,Java,{'Telegram.srcml.xml_identifiers'},,target Started,N V
int,TEGRA MORPH INIT,FUNCTION,Java,{'corenlp.srcml.xml_identifiers'},,TEGRA MORPH INIT,PRE N V
void,tessellate To Mesh,FUNCTION,Java,{'mockito.srcml.xml_identifiers'},,tessellate To Mesh,V P N
void,throw Provision Exception If Errors Exist,FUNCTION,C,{'opencv.srcml.xml_identifiers'},,throw Provision Exception If Errors Exist,V NM N CJ NPL V
uint32,TIFF Current Tile,FUNCTION,C++,{'kdevelop.srcml.xml_identifiers'},,TIFF Current Tile,NM NM N
TIFFSizeProc,TIFF Get Size Proc,FUNCTION,C++,{'ogre.srcml.xml_identifiers'},,TIFF Get Size Proc,NM V NM N
Position,tool View Position,FUNCTION,Java,{'jenkins.srcml.xml_identifiers'},,tool View Position,NM NM N
Builder,training Examples,FUNCTION,Java,{'junit4.srcml.xml_identifiers'},,training Examples,NM NPL
PathInfo,transform Path,FUNCTION,Java,{'elasticsearch.srcml.xml_identifiers'},,transform Path,V N
void,two Factor Response,FUNCTION,C#,{'grpc.srcml.xml_identifiers'},,two Factor Response,NM NM N
BytesReference,uncompress If Needed,FUNCTION,C,{'gimp.srcml.xml_identifiers'},,uncompress If Needed,V CJ V
void,unload Textures,FUNCTION,Java,{'jenkins.srcml.xml_identifiers'},,unload Textures,V NPL
void,unpack texture Blend Func,FUNCTION,C++,{'bullet3.srcml.xml_identifiers'},,unpack texture Blend Func,V NM NM N
void,update Mouse Pos,FUNCTION,Java,{'jenkins.srcml.xml_identifiers'},,update Mouse Pos,V NM N
HttpUrl,url From Json,FUNCTION,Java,{'junit4.srcml.xml_identifiers'},,url From Json,N P N
void,V URL Encode,FUNCTION,C++,{'kdevelop.srcml.xml_identifiers'},,V URL Encode,PRE N V
void,validate Class Rules,FUNCTION,Java,{'okhttp.srcml.xml_identifiers'},,validate Class Rules,V NM NPL
void,validate Public Static Void Methods,FUNCTION,C++,{'kdevelop.srcml.xml_identifiers'},,validate Public Static Void Methods,V NM NM NM NPL
void,verification Started,FUNCTION,C++,{'bullet3.srcml.xml_identifiers'},,verification Started,N V
emailkeymapping,verifier get mapping,FUNCTION,C++,{'blender.srcml.xml_identifiers'},,verifier get mapping,N V N
void,visit SIL Argument,FUNCTION,C,{'gimp.srcml.xml_identifiers'},,visit SIL Argument,V NM N
void,widget Destroyed,FUNCTION,C,{'Telegram.srcml.xml_identifiers'},,widget Destroyed,N V
MakeCms,with Cms Leg Rule,FUNCTION,C++,{'calligra.srcml.xml_identifiers'},,with Cms Leg Rule,P NM NM N
ModelSettings,with Market Rate Accuracy,FUNCTION,Java,{'antlr4.srcml.xml_identifiers'},,with Market Rate Accuracy,P NM NM N
Settings,with Rate Bound,FUNCTION,Java,{'jenkins.srcml.xml_identifiers'},,with Rate Bound,P NM N
MockResponse,with Web Socket Upgrade,FUNCTION,C,{'grpc.srcml.xml_identifiers'},,with Web Socket Upgrade,P NM NM N
void,worker Thread Wait,FUNCTION,C++,{'swift.srcml.xml_identifiers'},,worker Thread Wait,NM N V
vec3,world To Screen,FUNCTION,Java,{'corenlp.srcml.xml_identifiers'},,world To Screen,N P N
RunListener,wrap If Not Thread Safe,FUNCTION,Java,{'antlr4.srcml.xml_identifiers'},,wrap If Not Thread Safe,V CJ VM NM N
void,write Node Materials,FUNCTION,C,{'blender.srcml.xml_identifiers'},,write Node Materials,V NM NPL
void,write tcp data,FUNCTION,C,{'gimp.srcml.xml_identifiers'},,write tcp data,V NM N
int,x Tilt,FUNCTION,C++,{'kdevelop.srcml.xml_identifiers'},,x Tilt,NM N
int,a pos,PARAMETER,C++,{'kdevelop.srcml.xml_identifiers'},,a pos,PRE N
int64t,abs deadline n sec value,PARAMETER,C++,{'grpc.srcml.xml_identifiers'},,abs deadline n sec value,NM NM NM NM N
ofVec3f,accelerometer Data,PARAMETER,C,{'openFrameworks.srcml.xml_identifiers'},,accelerometer Data,NM N
boolean,accepting Tasks,PARAMETER,Java,{'jenkins.srcml.xml_identifiers'},,accepting Tasks,NM NPL
grpcresolvedaddress,addr,PARAMETER,C,{'grpc.srcml.xml_identifiers'},,addr,N
vector,all Factors,PARAMETER,C++,{'QuantLib.srcml.xml_identifiers'},,all Factors,DT NPL
String,alt Name,PARAMETER,Java,{'okhttp.srcml.xml_identifiers'},,alt Name,NM N
path,alternative Cache Name,PARAMETER,C++,{'irrlicht.srcml.xml_identifiers'},,alternative Cache Name,NM NM N
float,ambient coefficient,PARAMETER,C++,{'bullet3.srcml.xml_identifiers'},,ambient coefficient,NM N
KPrPredefinedAnimationsLoader,animations Data,PARAMETER,C++,{'calligra.srcml.xml_identifiers'},,animations Data,NM NPL
String,App ID,PARAMETER,Java,{'opencv.srcml.xml_identifiers'},,App ID,NM N
Collection,arg Mismatch Stubbings,PARAMETER,Java,{'mockito.srcml.xml_identifiers'},,arg Mismatch Stubbings,NM NM NPL
Class,array Class,PARAMETER,Java,{'junit4.srcml.xml_identifiers'},,array Class,NM N
SILValue,Array Struct Value,PARAMETER,C++,{'swift.srcml.xml_identifiers'},,Array Struct Value,NM NM N
Set,assigns,PARAMETER,Java,{'junit4.srcml.xml_identifiers'},,assigns,NPL
Authentication,auth Result,PARAMETER,Java,{'jenkins.srcml.xml_identifiers'},,auth Result,NM N
BusinessDayConvention,b d c,PARAMETER,C++,{'QuantLib.srcml.xml_identifiers'},,b d c,NM NM N
bool,b Flip Horizontally,PARAMETER,C++,{'openFrameworks.srcml.xml_identifiers'},,b Flip Horizontally,PRE V VM
bool,b Multi Fullscreen,PARAMETER,C++,{'openFrameworks.srcml.xml_identifiers'},,b Multi Fullscreen,PRE NM N
boolean,backprop Training,PARAMETER,Java,{'corenlp.srcml.xml_identifiers'},,backprop Training,NM N
QString,bibliography Type,PARAMETER,C++,{'calligra.srcml.xml_identifiers'},,bibliography Type,NM N
unsigned,block Nr,PARAMETER,C++,{'calligra.srcml.xml_identifiers'},,block Nr,NM N
vector,bone Positions,PARAMETER,C++,{'ogre.srcml.xml_identifiers'},,bone Positions,NM NPL
int,bound Port,PARAMETER,C#,{'grpc.srcml.xml_identifiers'},,bound Port,NM N
LongConsumer,breaker Consumer,PARAMETER,Java,{'elasticsearch.srcml.xml_identifiers'},,breaker Consumer,NM N
SILValue,Bridged Value Fun Arg,PARAMETER,C++,{'swift.srcml.xml_identifiers'},,Bridged Value Fun Arg,NM NM NM N
quint32,brush Hatch,PARAMETER,C++,{'calligra.srcml.xml_identifiers'},,brush Hatch,NM N
u32,buf Num,PARAMETER,C++,{'irrlicht.srcml.xml_identifiers'},,buf Num,NM N
BuildContext,build Context,PARAMETER,Java,{'antlr4.srcml.xml_identifiers'},,build Context,NM N
gint,build time minor,PARAMETER,C,{'gimp.srcml.xml_identifiers'},,build time minor,NM NM N
Path,built Url,PARAMETER,C++,{'kdevelop.srcml.xml_identifiers'},,built Url,NM N
ByteArrayView,byte Array View,PARAMETER,C++,{'kdevelop.srcml.xml_identifiers'},,byte Array View,NM NM N
ceresproblemt,c problem,PARAMETER,C++,{'blender.srcml.xml_identifiers'},,c problem,NM N
QString,cache file,PARAMETER,C++,{'kdevelop.srcml.xml_identifiers'},,cache file,NM N
long,call Id,PARAMETER,Java,{'okhttp.srcml.xml_identifiers'},,call Id,NM N
Matcher,cause Matcher,PARAMETER,Java,{'junit4.srcml.xml_identifiers'},,cause Matcher,NM N
Runnable,child Statement,PARAMETER,Java,{'junit4.srcml.xml_identifiers'},,child Statement,NM N
byte[],classfile Buffer,PARAMETER,Java,{'mockito.srcml.xml_identifiers'},,classfile Buffer,NM N
String,cmd Str,PARAMETER,Java,{'corenlp.srcml.xml_identifiers'},,cmd Str,NM N
int,code Point To,PARAMETER,Java,{'antlr4.srcml.xml_identifiers'},,code Point To,NM N P
TValue,comparison Value,PARAMETER,C#,{'antlr4.srcml.xml_identifiers'},,comparison Value,NM N
List,concrete Follower Indices,PARAMETER,Java,{'elasticsearch.srcml.xml_identifiers'},,concrete Follower Indices,NM NM NPL
serverconnectionstate,connection state,PARAMETER,C++,{'grpc.srcml.xml_identifiers'},,connection state,NM N
String,content Type String,PARAMETER,Java,{'okhttp.srcml.xml_identifiers'},,content Type String,NM NM N
b3ConvexPolyhedronData,convex Shapes,PARAMETER,C,{'bullet3.srcml.xml_identifiers'},,convex Shapes,NM NPL
InvocationOnMock,current Invocation,PARAMETER,Java,{'mockito.srcml.xml_identifiers'},,current Invocation,NM N
int16_t current_median,current median,PARAMETER,C,{'Telegram.srcml.xml_identifiers'},,current median,NM N
String,current Prefix,PARAMETER,Java,{'jenkins.srcml.xml_identifiers'},,current Prefix,NM N
Matrix,current Root,PARAMETER,C++,{'QuantLib.srcml.xml_identifiers'},,current Root,NM N
gint,curvatures height,PARAMETER,C,{'gimp.srcml.xml_identifiers'},,curvatures height,NM N
Mat,D mat,PARAMETER,C++,{'opencv.srcml.xml_identifiers'},,D mat,NM N
FrameworkMethod,data Point Method,PARAMETER,Java,{'junit4.srcml.xml_identifiers'},,data Point Method,NM NM N
guchar,default,PARAMETER,C,{'gimp.srcml.xml_identifiers'},,default,N
AutoConstantEntry,default Auto Entry,PARAMETER,C++,{'ogre.srcml.xml_identifiers'},,default Auto Entry,NM NM N
Matx,default mat x,PARAMETER,C++,{'opencv.srcml.xml_identifiers'},,default mat x,NM NM N
bool,default open,PARAMETER,C,{'bullet3.srcml.xml_identifiers'},,default open,NM N
String,default Role,PARAMETER,Java,{'jenkins.srcml.xml_identifiers'},,default Role,NM N
AbstractCoreLabel,dep H,PARAMETER,Java,{'corenlp.srcml.xml_identifiers'},,dep H,NM N
dimension2d,desktop Size,PARAMETER,C++,{'irrlicht.srcml.xml_identifiers'},,desktop Size,NM N
GimpVector2,dest points,PARAMETER,C,{'gimp.srcml.xml_identifiers'},,dest points,NM NPL
gboolean,destroy with parent,PARAMETER,C,{'gimp.srcml.xml_identifiers'},,destroy with parent,V P N
Real,discount Factor,PARAMETER,C++,{'QuantLib.srcml.xml_identifiers'},,discount Factor,NM N
DisposeType,dispose,PARAMETER,C,{'gimp.srcml.xml_identifiers'},,dispose,N
bool,do Caps,PARAMETER,C++,{'QuantLib.srcml.xml_identifiers'},,do Caps,V NPL
DockWidgetArea,docking Area,PARAMETER,C++,{'kdevelop.srcml.xml_identifiers'},,docking Area,NM N
String,driver Type Name,PARAMETER,C++,{'ogre.srcml.xml_identifiers'},,driver Type Name,NM NM N
OutputArray,dst map 2,PARAMETER,C++,{'opencv.srcml.xml_identifiers'},,dst map 2,NM N D
bool,echo path change,PARAMETER,C,{'Telegram.srcml.xml_identifiers'},,echo path change,V NM N
unsigned,Edit Length,PARAMETER,C++,{'swift.srcml.xml_identifiers'},,Edit Length,NM N
